year,paper,affiliations
2020,RL-CycleGAN: Reinforcement Learning Aware Simulation-to-Real,"Software Engineer, Google"
2020,Video Instance Segmentation Tracking With a Modified VAE Architecture,Microsoft
2020,High-Dimensional Convolutional Networks for Geometric Pattern Recognition,NVIDIA
2020,AOWS: Adaptive and Optimal Network Width Search With Latency Constraints,Apple Inc.
2020,Attentive Weights Generation for Few Shot Learning via Information Maximization,"PhD student, Singapore University of Technology and Design"
2020,Joint Graph-Based Depth Refinement and Normal Estimation,Sony Europe BV
2020,ALFRED: A Benchmark for Interpreting Grounded Instructions for Everyday Tasks,University of Washington
2020,Robust Object Detection Under Occlusion With Context-Aware CompositionalNets,Johns Hopkins University
2020,Cylindrical Convolutional Networks for Joint Object Detection and Viewpoint Estimation,Yonsei University
2020,Learning the Redundancy-Free Features for Generalized Zero-Shot Object Recognition,Nanjing University of Science and Technology
2020,"Instance-Aware, Context-Focused, and Memory-Efficient Weakly Supervised Object Detection",UIUC
2020,Differential Treatment for Stuff and Things: A Simple Unsupervised Domain Adaptation Method for Semantic Segmentation,"PhD Candidate of Computer Engineering, UIUC"
2020,Video Object Grounding Using Semantic Roles in Language Description,University of Southern California
2020,Context Prior for Scene Segmentation,"School of Artificial Intelligence and Automation, Huazhong University of Science and …"
2020,Adaptive Hierarchical Down-Sampling for Point Cloud Classification,AI Research Scientist
2020,Distortion Agnostic Deep Watermarking,Google Research
2020,Episode-Based Prototype Generating Network for Zero-Shot Learning,浙江大学特聘副研究员
2020,Dense Regression Network for Video Grounding,South China University of Technology
2020,TITAN: Future Forecast Using Action Priors,
2020,Camera On-Boarding for Person Re-Identification Using Hypothesis Transfer Learning,"Graduate student researcher, University of California Riverside"
2020,EfficientDet: Scalable and Efficient Object Detection,Waymo Research
2020,Understanding Adversarial Examples From the Mutual Influence of Images and Perturbations,KAIST
2020,Can Weight Sharing Outperform Random Architecture Search? An Investigation With TuNAS,Google
2020,An Adaptive Neural Network for Unsupervised Mosaic Consistency Analysis in Image Forensics,École Normale Supérieure Paris-Saclay
2020,Sign Language Transformers: Joint End-to-End Sign Language Recognition and Translation,"CVSSP, University of Surrey"
2020,The Edge of Depth: Explicit Constraints Between Segmentation and Depth,Michigan State University
2020,Joint Semantic Segmentation and Boundary Detection Using Iterative Pyramid Contexts,Hong Kong University of Science and Technology
2020,Robust Superpixel-Guided Attentional Adversarial Attack,University of Science and Technology of China
2020,MMTM: Multimodal Transfer Module for CNN Fusion,Microsoft
2020,VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation,Momenta
2020,Through Fog High-Resolution Imaging Using Millimeter Wave Radar,University of Illinois at Urbana-Champaign
2020,Self-Supervised Learning of Video-Induced Visual Invariances,Apple Inc.
2020,Butterfly Transform: An Efficient FFT Based Neural Architecture Design,University of Washington
2020,Sparse Layered Graphs for Multi-Object Segmentation,Technical University of Denmark
2020,Few-Shot Class-Incremental Learning,Ph.D Student at Xi'an Jiaotong University
2020,SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization,Google
2020,LatentFusion: End-to-End Differentiable Reconstruction and Rendering for Unseen Object Pose Estimation,University of Washington
2020,Offset Bin Classification Network for Accurate Object Detection,"University of Electronic Science and Technology of China, UESTC"
2020,MiLeNAS: Efficient Neural Architecture Search via Mixed-Level Reformulation,"University of Southern California, Staff Software Engineer and Manager at Tencent"
2020,Learning Saliency Propagation for Semi-Supervised Instance Segmentation,University of Chinese Academy of Sciences
2020,Dataless Model Selection With the Deep Frame Potential,Facebook Reality Labs Research
2020,Learning to Segment 3D Point Clouds in 2D Image Space,"PhD student on Autonomous Driving, Worcester Polytechnic Institute"
2020,Attention Convolutional Binary Neural Tree for Fine-Grained Visual Categorization,"Postdoc, ISCAS, UCAS"
2020,Transform and Tell: Entity-Aware News Image Captioning,Australian National University
2020,12-in-1: Multi-Task Vision and Language Representation Learning,"Research Scientist, Allen Institute of Artificial Intelligence"
2020,Semi-Supervised Semantic Image Segmentation With Self-Correcting Networks,Computer vision researcher at Huawei Canada
2020,BBN: Bilateral-Branch Network With Cumulative Learning for Long-Tailed Visual Recognition,ByteDance AI-Lab
2020,STINet: Spatio-Temporal-Interactive Network for Pedestrian Detection and Trajectory Prediction,"Software Engineer, Waymo LLC"
2020,Mixture Dense Regression for Object Detection and Human Pose Estimation,KU Leuven
2020,Don't Even Look Once: Synthesizing Features for Zero-Shot Detection,"PhD Candidate, Electrical and Computer Engineering, Boston University"
2020,Prime Sample Attention in Object Detection,MMLab The Chinese University of Hong Kong
2020,Learning Temporal Co-Attention Models for Unsupervised Video Action Localization,Peking University
2020,What's Hidden in a Randomly Weighted Neural Network?,University of Washington
2020,Detailed 2D-3D Joint Representation for Human-Object Interaction,"Ph.D., Shanghai Jiao Tong University"
2020,End-to-End Camera Calibration for Broadcast Videos,TuSimple
2020,Neural Head Reenactment with Latent Pose Descriptors,Skolkovo Institute of Science and Technology
2020,SaccadeNet: A Fast and Accurate Object Detector,"University of Maryland, College Park"
2020,Self-Robust 3D Point Recognition via Gather-Vector Guidance,University of Science and Technology of China
2020,Learning From Noisy Anchors for One-Stage Object Detection,"Department of Computer Science, University of Maryland"
2020,Learning Interactions and Relationships Between Movie Characters,Max Planck Institute for Informatics
2020,MetaIQA: Deep Meta-Learning for No-Reference Image Quality Assessment,CUMT
2020,Noise-Aware Fully Webly Supervised Object Detection,Xiamen University
2020,Exploring Self-Attention for Image Recognition,University of Oxford
2020,Uncertainty-Aware Score Distribution Learning for Action Quality Assessment,University of Oxford
2020,Seeing Through Fog Without Seeing Fog: Deep Multimodal Sensor Fusion in Unseen Adverse Weather,Daimler AG/University Ulm
2020,Light-weight Calibrator: A Separable Component for Unsupervised Domain Adaptation,EPFL
2020,A Spatial RNN Codec for End-to-End Image Compression,University od Science and Technology of China
2020,ILFO: Adversarial Attack on Adaptive Neural Networks,"PhD Student, University of Texas at Dallas"
2020,Learning to Evaluate Perception Models Using Planner-Centric Metrics,University of Toronto
2020,Hierarchical Clustering With Hard-Batch Triplet Loss for Person Re-Identification,National University of Defense Technology
2020,Counterfactual Vision and Language Learning,"Australian Institute for Machine Learning, University of Adelaide"
2020,Predicting Semantic Map Representations From Images Using Pyramid Occupancy Networks,University of Cambridge
2020,Memory Aggregation Networks for Efficient Interactive Video Object Segmentation,University of Technology Sydney
2020,GIFnets: Differentiable GIF Encoding Framework,Google Research
2020,TRPLP - Trifocal Relative Pose From Lines at Points,Rio de Janeiro State University (UERJ)
2020,SP-NAS: Serial-to-Parallel Backbone Search for Object Detection,Sun Yat-san University
2020,Differentiable Adaptive Computation Time for Visual Reasoning,
2020,Geometrically Principled Connections in Graph Neural Networks,"PhD student, Imperial College London"
2020,Making Better Mistakes: Leveraging Class Hierarchies With Deep Networks,"Five, University of Oxford"
2020,Towards Accurate Scene Text Recognition With Semantic Reasoning Networks,University of Chinese Academy of Sciences
2020,Basis Prediction Networks for Effective Burst Denoising With Large Kernels,"Research Scientist, Adobe"
2020,Momentum Contrast for Unsupervised Visual Representation Learning,"Research Scientist, Facebook AI Research (FAIR)"
2020,Meta-Learning of Neural Architectures for Few-Shot Learning,Bosch Center for Artificial Intelligence
2020,Unsupervised Multi-Modal Image Registration via Geometry Preserving Image-to-Image Translation,Tel Aviv University
2020,Incremental Few-Shot Object Detection,Facebook
2020,Cloth in the Wind: A Case Study of Physical Measurement Through Simulation,Apple Inc.
2020,Generalized Zero-Shot Learning via Over-Complete Distribution,Applied Scientist @ Amazon | PhD from IIIT Delhi
2020,Designing Network Design Spaces,"PhD Student, UC Berkeley"
2020,Domain-Aware Visual Bias Eliminating for Generalized Zero-Shot Learning,USTC
2020,VSGNet: Spatial Attention Network for Detecting Human Object Interactions Using Graph Convolutions,University of California Santa Barbara
2020,Few-Shot Video Classification via Temporal Alignment,Stanford University
2020,REVERIE: Remote Embodied Visual Referring Expression in Real Indoor Environments,"Ph.D, The University of Adelaide"
2020,Deep Iterative Surface Normal Estimation,Max Planck Institute for Informatics
2020,Unified Dynamic Convolutional Network for Super-Resolution With Variational Degradations,MediaTek Inc.
2020,Noisier2Noise: Learning to Denoise From Unpaired Noisy Data,"PhD Student, Brandeis University"
2020,PhysGAN: Generating Physical-World-Resilient Adversarial Examples for Autonomous Driving,"Ph.D. Student of CS, The University of Texas at Dallas"
2020,Fast(er) Reconstruction of Shredded Text Documents via Self-Supervised Deep Asymmetric Metric Learning,"Professor Informática, Federal Institute of Espírito Santo"
2020,Visual Reaction: Learning to Play Catch With Your Drone,"University of Washington, Computer Science & Engineering"
2020,SpeedNet: Learning the Speediness in Videos,Tel Aviv University
2020,Satellite Image Time Series Classification With Pixel-Set Encoders and Temporal Self-Attention,IGN/LaSTIG-STRUDEL
2020,Listen to Look: Action Recognition by Previewing Audio,Stanford University
2020,Self-Training With Noisy Student Improves ImageNet Classification,"Carnegie Mellon University, Google Brain"
2020,Distilling Cross-Task Knowledge via Relationship Matching,Nanjing University
2020,Multi-Modal Graph Neural Network for Joint Reasoning on Vision and Scene Text,"Institute of Computing Technology, Chinese Academy of Sciences"
2020,Detecting Adversarial Samples Using Influence Functions and Nearest Neighbors,"Ph.D. student, Tel Aviv University"
2020,LiDAR-Based Online 3D Video Object Detection With Graph-Based Message Passing and Spatiotemporal Transformer Attention,BEIJING INSTITUTE OF TECHNOLOGY
2020,Hit-Detector: Hierarchical Trinity Architecture Search for Object Detection,Peking University
2020,Equalization Loss for Long-Tailed Object Recognition,Tongji Univerisity
2020,Hierarchical Conditional Relation Networks for Video Question Answering,Deakin University
2020,RankMI: A Mutual Information Maximizing Ranking Loss,"University of Toronto, Samsung Toronto AI Center"
2020,McFlow: Monte Carlo Flow Models for Data Imputation,"Data Scientist, Rochester Data Science Consortium"
2020,Putting Visual Object Recognition in Context,"Postdoctoral researcher, Department of Ophthalmology, Children's Hospital, Harvard …"
2020,From Paris to Berlin: Discovering Fashion Style Influences Around the World,University of Texas at Austin
2020,Sketchformer: Transformer-Based Representation for Sketched Structure,"PhD in Computer Science, ICMC/USP"
2020,Dynamic Refinement Network for Oriented and Densely Packed Object Detection,Youtu Lab， Tencent
2020,Self-Trained Deep Ordinal Regression for End-to-End Video Anomaly Detection,University of Adelaide
